Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
see i’ve waiting whole life engaged unlike somepeople i’m planning uh y’know maybe isselfish i’m sorry kinda hoping tonight could aboutthat,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
oh honey about…,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
it’s it’s ross getting backtogether,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
see yeah umm kinda stole thunder,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
okay hoho steal thunder,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah know nobody even saw,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
that’s true,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
honey swear kissed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
guys kissed mean gettingback together sing wedding,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
thunder stolen,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
okay come phoebe it’s nothing monica come,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
look let’s make big deal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh god cannot believe guys talking problemsin bedroom man woman right chandler thebest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
guys kissed oh my—this huge,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
oh,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
nono it’s really huge,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
people thinking it’s huge led monica believe,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well we’re still talking aren’t,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
well yeah chandler’s problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
monicamonicamonicamonica listenlisten listen listen wouldwould itmake feel better stop talking ross rachel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
yes would lovely,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
got okay pass 19 right,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yes pass 19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
seriously,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
seriously seriously play age 31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
joey you’re 31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
y’know ii think umm don’t feel like going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
honey monica ridiculous look…,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
psss whack,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
well don’t think monica gonna take away,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
wouldn’t,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
would,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
hey realized kinda let stuff air…,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
think monica mean said didn’t want totalk especially mean especially therekissing,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
still thinking huh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
care,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
y’know ii go talk would let getchanged,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
can’t believe y’know it’s just—it’s sotypical,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
monica know you’re upset don’t forget isgoing wedding going throw bouquet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
paris,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
keep talking,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sprinkle rose pedals bed make love justbecause it’s romantic,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
okay don’t say anything might scare away,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
it’s paris knows we’re,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay said could sing wedding i’m gonna needa small deposit,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
y’know good faith money hold date,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
pheebs we’re giving deposit wedding,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
break heart don’t,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
y’know don’t really permission,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah wanna sing wedding well sing wedding,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
yeah wanna look 19 you… gotta somethingabout eyes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
what’s wrong eyes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
that’ll get rid wisdom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
maybe 10 minutes,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh give deposit give ring don’t care,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
monica mean said didn’t want totalk anyone especially,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
nono seriouslyseriously especially part,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well let’s say it’s first time you’vestolen thunder,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
monica talking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
sweet sixteen remember went third base cousincharlie,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
it’s everybody party could talk,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
monica y’know reason yourparty boring,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
monica sweet sixteen like million years ago,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ugh monica don’t want steal stupid thunder,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh please else would made ross,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
right easy mimey moment passed ain’t gonnahappen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thought would nice could one night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
swear never wanted part night,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
oh secret hallway nobody ever goes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
uh rachel i’ve thinking don’t think us gettingtogether tonight good idea i’m calling,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
don’t know don’t—maybe you’re feeling littleresentful maybe ah maybe thought you’d get married first maybe can’tstand fact formally,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
oh wow that—y’know unfair y’know whatnow,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
look uh we’re gonna this…,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
we’re gonna right she’s gonna thinkthat we’re doin’,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh see everybody wins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oww,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
wanted say hope sex tonight hope thatyou guys get back together must warn night announce yourengagement i’m going announce i’m pregnant,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ever going happen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
right monica want know ross tonight,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
know,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
sad,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
look so…so happy guys getting married justreminds fact i’m i’m even close don’t knowmaybe wanted make feel better know that’s dumb ohmy god depressed ross got married slept chandler,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
anyway sweetie i’m,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
oh thank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m glad you’re couple things ask youabout wedding ceremony,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
what’s matter okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah it’s y’know…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uh anyway thought one could read something theceremony,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh would love read poem,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
think could get poem,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
okay ross reading,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohhh…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
okay yeah guess guess could,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
yeah kind uh something else planned guys,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mind telling us,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sorry i’m kinda keeping one qt,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
talked one dool writers today and…,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dool,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
that’s great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
andandand i’m gettin’ new brain,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
great things happening work,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
wait mean you’re getting new brain,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
oh well they’re killing one characters show andwhen dies brain transplanted body,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
brain transplant,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
it’s ridiculous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well think it’s ridiculous haven’t sex threeand half months,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
killing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
uh cecilia monroe plays jessica lockhart,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
she’s favorite character dool,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
nice,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good throwing drinks people’s faces mean idon’t think i’ve ever seen finish beverage,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
way slaps time,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
oh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
don’t,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
cecilia monroe man great actress,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh tell she’s show forever it’sgonna really hard fill shoes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
yeahyeah help come braintransplant,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well mainly hes kissing guy,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
oh yeah hes cute straight,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
ohh left cell phone,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
oh well hand gunther hell put lost found,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
could use call china see guys,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
um calls cell phone find found andi answer start talking fell love mean wouldnt great storykind like fairy tale digital age,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
wait why…why get story,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
dont know havent date long,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
phoebe date three days ago,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
okay okay see get phone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
way way,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
nice try,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oh heyhey wait fairly decide gets phone,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
don’t know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ahha cocky,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
i’m going keep dating mother there’s nothing cando,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
going kill like charles,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cut,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
great scene andandand slap looks real dothat,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
oh years experience,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oh anyway wanted say wonderful think,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
you’re fan who’s dying,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
say,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
i’m joey tribbiani scene together yesterdayii’m guy coma,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
oh real person,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
anananyway ii wanted say since i’m getting brainwhen leave show wondering tips give me…,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
iii’m leaving show,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
told,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh uh one writers,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
one bald tall,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
umm…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
y’know doesn’t matter true,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
phoebe cannot get phone way that’s fair okaylook idea don’t don’t see kind number hason speed dial tell common andthen whoever gets phone,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
decide whose ever name closer word phone,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
don’t think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ohh lost mom suicide,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
okay way cannot use get cute guy lastblueberry muffin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
use already today i’m sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
okay meat eater fine that’s one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
don’t know that’s,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
think it’s dying cat parade,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
sounds like it’s coming across street,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
y’know thing ross gonna wedding washanging yesterday turned said you’re halfscottish right,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
nooo,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
way,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
family,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
cannot play wedding mean everyone leave mean comeon noise it’s even song,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
listen carefully think,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hi pheebs,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ya,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
good,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
umm pheebs remember coffee house decided iwas going keep uh cute guy’s cell phone,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
remember said going keep purse itrang could pick,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
remember going purse stealing phone,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ooh lost,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
stole phone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
didn’t,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
you’re saying called wouldn’t ring,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
different phone,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
damning evidence,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
phoebe can’t th…,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
know comes,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oh know time come,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
said,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
oh okay well ii kinda hoping would just…be aloney’know think mom suicide,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
oh phoebe,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
that’s first time today,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
like nachos uh i’m partial to…,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i’m sorry look would never leave theshow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
yeah thanks,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mean can’t believe would yourfans mean going devastated heart broken love much,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
oh you’re right thank what’s name,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
joey,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wasn’t decision,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uh yeahyeyeyeyeye—llllllook thethethe reason ithat came well i’m really nervous aboutabout beingyou y’know help capture essence character y’knowhelp keep jessica alive please,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
right joey help ii owe,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh that’s great oh thank much,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
you’re welcome,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supposed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
yeah jessica doesn’t english accent,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well feel like snack,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
want shortbread eh that’s scottish like,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oh thanks don’t like,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
oh well sounds like family ready uh rediscover itsscottish roots,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
nono they’re they’re still angry buty’know chandler also halfswedish know swedish people famousfor sitting quiet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
well yeahyeah scottish history much more…,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
heard play way apartment,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ones called cops,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
that’s really important right important iswhile appreciate gesture don’t feel bagpipes appropriate ourwedding,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
hate,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
come that’s fair mean haven’t even heard play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
you’ve heard practice okay justjust give chance toperform decide whatever want i’m going tell whatsong i’m gonna play either uh let’s say it’s i’llbet bit o’ celebration,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
already knows owns everything room he’s notfinding first time try,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
right he’s angry room either try ownsit owns room owns owns owns,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh well—heyhey maybe maybe uh maybe good thingy’know it’llit’ll give chance shake things play differentcharacters you’re talented,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
don’t know know actor certain ageis easy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
hey that’s true look uh look angela lansb—angelinajolie,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
probably should’ve left years ago offers werepouring y’know got comfy and… ohh turned someamazing work,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
likelike,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
well let’s say left 15 years ago landscape ofmexican cinema would different today,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
oh hey come don’tdon’tdon’t umm lookletlet tell something okay watch scene i’m thinkingboy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
yeahyeah noticed ‘cause she’s passionate,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
hey hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
whoa get answer door,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well shouldn’t,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
it’s apartment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well get give cell phone,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that’s assistant,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
umm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
could youcould umm give us one second,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
sure,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
we’ll right back sir,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whwhat,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
don’t know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
hmm don’t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
rachel listen—i mean let,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
yeah you’re great friend,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ohh…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
one lovely ladies going take dinner huh,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well certainly room,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
actually rent whole place got meant thank,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh god oh god ohh jessica lockhart apartment amsuch huge fan huge fan,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
well it’s nice know you…,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
uh roommate rachel,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
oh explains women’s underwear,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
certainly,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i’d love lawyer said can’t anymore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
god seem really really nice,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
okay byebye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mean nnotnot fake like famous people,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
beautiful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nice meet,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
oh nononono adored i’m used don’t worryabout,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sent today’s script never send script,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
don’t,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
happen,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ah jessica hates horses,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yeah well i’m guessing she’s going crazyabout electricity either,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
…now remember imagine kilt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
one two three four,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
know song sing along,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
loosening saddle mother’s horse brilliant fredrick andthe electric fence inspired,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh noo…,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
well course good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guess good news got another job,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
great hey right wellwell,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
film guadalajara,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
airport,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ohh wow well howhow gone,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
eight months,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
that’s really long time,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
yeah come visit bet could uh fewplaces,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
good luck,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
eeee eee eee,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
good guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey whats,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well job interview,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
congratulations ohh thats great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
